invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I217650,C236397,FEMALE,47,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2021-02-10,Forum Istanbul,1979-02-05
I214129,C309079,FEMALE,36,CLOTHING,1,300.08,DEBIT CARD,2021-05-10,Metrocity,1990-02-05
I300799,C116633,FEMALE,61,FOOD & BEVERAGE,3,15.69,CASH,2022-03-06,Metropol AVM,1965-02-05
I163771,C259606,FEMALE,46,TOYS,4,143.36,CREDIT CARD,2021-03-29,Mall of Istanbul,1980-02-05
I147387,C211494,FEMALE,38,CLOTHING,5,1500.40,CASH,2021-11-04,Mall of Istanbul,1988-02-05
I186255,C302831,FEMALE,41,CLOTHING,1,300.08,CREDIT CARD,2022-11-08,Kanyon,1985-02-05
I177664,C233697,FEMALE,58,COSMETICS,3,121.98,CREDIT CARD,2022-06-16,Kanyon,1968-02-05
I160636,C812053,FEMALE,53,COSMETICS,4,162.64,CASH,2022-04-04,Metropol AVM,1973-02-05
I227030,C433234,FEMALE,63,CLOTHING,4,1200.32,CREDIT CARD,2021-05-17,Istinye Park,1963-02-05
I258204,C167183,FEMALE,54,CLOTHING,1,300.08,CREDIT CARD,2023-02-03,Emaar Square Mall,1972-02-05
I231070,C311195,FEMALE,54,CLOTHING,5,1500.40,DEBIT CARD,2022-11-15,Forum Istanbul,1972-02-05
I326925,C992967,FEMALE,62,TOYS,4,143.36,CREDIT CARD,2021-07-17,Kanyon,1964-02-05
I183840,C246719,FEMALE,18,CLOTHING,1,300.08,CREDIT CARD,2022-03-08,Viaport Outlet,2008-02-05
I533184,C220859,FEMALE,44,SHOES,5,3000.85,CREDIT CARD,2022-09-22,Zorlu Center,1982-02-05
I215373,C310628,FEMALE,20,CLOTHING,5,1500.40,DEBIT CARD,2021-09-17,Kanyon,2006-02-05
I275695,C297711,FEMALE,65,BOOKS,5,75.75,CASH,2022-08-09,Mall of Istanbul,1961-02-05
I107255,C211354,FEMALE,63,SOUVENIR,1,11.73,CASH,2021-09-08,Metrocity,1963-02-05
I301538,C281864,FEMALE,57,FOOD & BEVERAGE,4,20.92,CASH,2021-10-08,Mall of Istanbul,1969-02-05
I119469,C234177,FEMALE,59,CLOTHING,1,300.08,DEBIT CARD,2021-03-03,Metropol AVM,1967-02-05
I678313,C335822,FEMALE,44,CLOTHING,4,1200.32,DEBIT CARD,2021-12-26,Zorlu Center,1982-02-05
I264491,C107261,FEMALE,63,COSMETICS,5,203.30,CREDIT CARD,2023-02-13,Metropol AVM,1963-02-05
I188384,C327084,FEMALE,68,CLOTHING,1,300.08,CASH,2021-01-26,Istinye Park,1958-02-05
I527111,C218706,FEMALE,21,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2022-10-05,Metropol AVM,2005-02-05
I152252,C321931,FEMALE,33,BOOKS,5,75.75,CREDIT CARD,2021-04-05,Mall of Istanbul,1993-02-05
I131076,C403983,FEMALE,23,SOUVENIR,2,23.46,CASH,2021-03-27,Metrocity,2003-02-05
I151031,C137912,FEMALE,49,SOUVENIR,5,58.65,CASH,2022-11-21,Mall of Istanbul,1977-02-05
I884439,C304835,FEMALE,54,TOYS,4,143.36,CREDIT CARD,2022-08-22,Kanyon,1972-02-05
I381853,C124933,FEMALE,41,COSMETICS,3,121.98,CREDIT CARD,2022-12-06,Emaar Square Mall,1985-02-05
I926542,C248988,FEMALE,45,TOYS,1,35.84,DEBIT CARD,2021-03-05,Kanyon,1981-02-05
I263473,C162574,FEMALE,58,SHOES,3,1800.51,CREDIT CARD,2021-08-02,Kanyon,1968-02-05
I941223,C291911,FEMALE,53,CLOTHING,5,1500.40,CREDIT CARD,2023-02-03,Emaar Square Mall,1973-02-05
I245250,C125209,FEMALE,21,SHOES,1,600.17,CASH,2022-02-05,Mall of Istanbul,2005-02-05
I589196,C320640,FEMALE,51,TOYS,1,35.84,CREDIT CARD,2022-12-01,Mall of Istanbul,1975-02-05
I846943,C134691,FEMALE,50,COSMETICS,4,162.64,CASH,2023-01-06,Mall of Istanbul,1976-02-05
I571614,C208545,FEMALE,31,SOUVENIR,4,46.92,DEBIT CARD,2022-01-07,Istinye Park,1995-02-05
I946433,C387164,FEMALE,29,TECHNOLOGY,4,4200.00,DEBIT CARD,2023-02-02,Kanyon,1997-02-05
I557864,C135196,FEMALE,33,CLOTHING,1,300.08,CASH,2021-11-09,Mall of Istanbul,1993-02-05
I423124,C109593,FEMALE,66,CLOTHING,1,300.08,CASH,2023-01-07,Metrocity,1960-02-05
I307376,C253248,FEMALE,22,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-08-11,Metrocity,2004-02-05
I136509,C290760,FEMALE,55,COSMETICS,4,162.64,CASH,2021-08-02,Mall of Istanbul,1971-02-05
I472275,C203263,FEMALE,43,COSMETICS,4,162.64,CASH,2022-11-14,Metrocity,1983-02-05
I100487,C213360,FEMALE,22,COSMETICS,4,162.64,CASH,2021-02-19,Kanyon,2004-02-05
I206026,C225105,FEMALE,27,BOOKS,1,15.15,CASH,2022-11-12,Forum Istanbul,1999-02-05
I332620,C158124,FEMALE,68,COSMETICS,2,81.32,CREDIT CARD,2021-04-13,Mall of Istanbul,1958-02-05
I434161,C246484,FEMALE,48,CLOTHING,2,600.16,CREDIT CARD,2021-05-03,Metropol AVM,1978-02-05
I166306,C197019,FEMALE,56,CLOTHING,3,900.24,CASH,2022-04-24,Viaport Outlet,1970-02-05
I246114,C266394,FEMALE,49,TOYS,5,179.20,CREDIT CARD,2022-09-22,Metropol AVM,1977-02-05
I137065,C736428,FEMALE,46,FOOD & BEVERAGE,4,20.92,CASH,2022-01-01,Mall of Istanbul,1980-02-05
I154122,C164662,FEMALE,69,COSMETICS,1,40.66,DEBIT CARD,2021-12-22,Metrocity,1957-02-05
I950429,C248884,FEMALE,42,COSMETICS,2,81.32,DEBIT CARD,2022-03-09,Kanyon,1984-02-05
I499170,C100684,FEMALE,38,TOYS,1,35.84,CREDIT CARD,2022-02-20,Kanyon,1988-02-05
I253083,C240688,FEMALE,46,CLOTHING,2,600.16,DEBIT CARD,2021-11-14,Metrocity,1980-02-05
I149766,C197308,FEMALE,48,COSMETICS,3,121.98,CASH,2022-04-02,Mall of Istanbul,1978-02-05
I312041,C337644,FEMALE,53,CLOTHING,2,600.16,CREDIT CARD,2022-01-31,Mall of Istanbul,1973-02-05
I150629,C175449,FEMALE,43,CLOTHING,3,900.24,CASH,2022-12-10,Kanyon,1983-02-05
I873382,C289802,FEMALE,54,SHOES,4,2400.68,CREDIT CARD,2023-01-07,Metrocity,1972-02-05
I153278,C127945,FEMALE,37,TOYS,2,71.68,CASH,2022-06-04,Mall of Istanbul,1989-02-05
I722730,C323605,FEMALE,58,SOUVENIR,2,23.46,CASH,2022-07-28,Kanyon,1968-02-05
I299533,C282395,FEMALE,40,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-09-09,Kanyon,1986-02-05
I187160,C109491,FEMALE,38,SHOES,5,3000.85,DEBIT CARD,2022-03-19,Kanyon,1988-02-05
I101832,C261194,FEMALE,40,COSMETICS,3,121.98,CREDIT CARD,2022-12-25,Kanyon,1986-02-05
I108543,C330021,FEMALE,67,CLOTHING,5,1500.40,DEBIT CARD,2022-07-08,Viaport Outlet,1959-02-05
I120615,C107668,FEMALE,22,TOYS,2,71.68,CREDIT CARD,2022-02-02,Istinye Park,2004-02-05
I248840,C209722,FEMALE,26,CLOTHING,3,900.24,CASH,2022-11-10,Mall of Istanbul,2000-02-05
I283774,C210614,FEMALE,42,TOYS,1,35.84,DEBIT CARD,2023-01-01,Istinye Park,1984-02-05
I212305,C212378,FEMALE,45,BOOKS,1,15.15,CREDIT CARD,2021-11-06,Emaar Square Mall,1981-02-05
I111228,C313586,FEMALE,43,CLOTHING,1,300.08,CREDIT CARD,2021-04-09,Kanyon,1983-02-05
I230558,C292604,FEMALE,35,COSMETICS,2,81.32,DEBIT CARD,2021-07-31,Kanyon,1991-02-05
I221797,C272779,FEMALE,49,FOOD & BEVERAGE,3,15.69,CASH,2021-08-24,Metrocity,1977-02-05
I159376,C190072,FEMALE,65,FOOD & BEVERAGE,2,10.46,CASH,2022-06-14,Metropol AVM,1961-02-05
I101148,C680169,FEMALE,26,COSMETICS,4,162.64,CASH,2022-04-21,Cevahir AVM,2000-02-05
I291062,C209122,FEMALE,56,COSMETICS,4,162.64,CREDIT CARD,2023-03-05,Kanyon,1970-02-05
I140596,C291641,FEMALE,18,COSMETICS,2,81.32,CASH,2021-09-11,Metrocity,2008-02-05
I273800,C290158,FEMALE,53,COSMETICS,2,81.32,CASH,2021-08-01,Mall of Istanbul,1973-02-05
I384332,C226218,FEMALE,69,COSMETICS,1,40.66,CASH,2021-09-04,Metrocity,1957-02-05
I146305,C118742,FEMALE,36,FOOD & BEVERAGE,2,10.46,CASH,2022-07-11,Kanyon,1990-02-05
I648743,C218295,FEMALE,61,SHOES,5,3000.85,DEBIT CARD,2023-01-02,Mall of Istanbul,1965-02-05
I148083,C636874,FEMALE,43,COSMETICS,5,203.30,CREDIT CARD,2021-06-29,Istinye Park,1983-02-05
I733806,C310472,FEMALE,51,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-03-21,Metropol AVM,1975-02-05
I512570,C834257,FEMALE,59,SOUVENIR,4,46.92,CASH,2022-11-24,Metrocity,1967-02-05
I254341,C703073,FEMALE,43,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2023-01-21,Metropol AVM,1983-02-05
I893043,C838282,FEMALE,63,CLOTHING,5,1500.40,CREDIT CARD,2022-11-11,Kanyon,1963-02-05
I162565,C755148,FEMALE,69,CLOTHING,2,600.16,CREDIT CARD,2022-07-04,Istinye Park,1957-02-05
I300520,C282107,FEMALE,36,BOOKS,3,45.45,CREDIT CARD,2023-02-02,Metrocity,1990-02-05
I149473,C102560,FEMALE,54,CLOTHING,3,900.24,CASH,2021-01-30,Kanyon,1972-02-05
I134272,C318225,FEMALE,35,TOYS,1,35.84,DEBIT CARD,2022-12-01,Metropol AVM,1991-02-05
I128518,C101108,FEMALE,66,SHOES,1,600.17,DEBIT CARD,2021-09-06,Mall of Istanbul,1960-02-05
I332003,C299787,FEMALE,30,COSMETICS,2,81.32,CREDIT CARD,2021-12-16,Cevahir AVM,1996-02-05
I334155,C992695,FEMALE,22,BOOKS,3,45.45,DEBIT CARD,2022-12-15,Viaport Outlet,2004-02-05
I724379,C178176,FEMALE,51,CLOTHING,1,300.08,DEBIT CARD,2021-12-26,Metropol AVM,1975-02-05
I292746,C139231,FEMALE,54,CLOTHING,5,1500.40,CREDIT CARD,2022-04-27,Viaport Outlet,1972-02-05
I230983,C321993,FEMALE,49,CLOTHING,1,300.08,CREDIT CARD,2023-03-02,Kanyon,1977-02-05
I313187,C226519,FEMALE,41,SOUVENIR,4,46.92,CASH,2021-01-28,Kanyon,1985-02-05
I206607,C715684,FEMALE,34,CLOTHING,1,300.08,CREDIT CARD,2021-06-19,Kanyon,1992-02-05
I323928,C328195,FEMALE,59,COSMETICS,3,121.98,CASH,2021-07-16,Cevahir AVM,1967-02-05
I374693,C284366,FEMALE,20,FOOD & BEVERAGE,2,10.46,CASH,2021-11-03,Istinye Park,2006-02-05
I318521,C354398,FEMALE,23,CLOTHING,5,1500.40,CASH,2021-11-16,Mall of Istanbul,2003-02-05
I222827,C317063,FEMALE,25,CLOTHING,3,900.24,CREDIT CARD,2022-11-27,Mall of Istanbul,2001-02-05
I649554,C156360,FEMALE,63,TOYS,3,107.52,DEBIT CARD,2021-08-02,Kanyon,1963-02-05
I240824,C222262,FEMALE,22,CLOTHING,5,1500.40,CREDIT CARD,2021-08-28,Mall of Istanbul,2004-02-05
I135134,C130016,FEMALE,51,COSMETICS,1,40.66,CREDIT CARD,2021-03-01,Metrocity,1975-02-05
I319596,C171122,FEMALE,49,TECHNOLOGY,1,1050.00,CASH,2022-01-13,Istinye Park,1977-02-05
I632642,C266021,FEMALE,52,SOUVENIR,5,58.65,CASH,2022-03-12,Mall of Istanbul,1974-02-05
I230411,C121489,FEMALE,49,COSMETICS,5,203.30,DEBIT CARD,2021-09-30,Mall of Istanbul,1977-02-05
I136610,C211545,FEMALE,44,COSMETICS,4,162.64,CREDIT CARD,2021-01-31,Mall of Istanbul,1982-02-05
I138615,C644605,FEMALE,41,CLOTHING,5,1500.40,DEBIT CARD,2021-10-07,Kanyon,1985-02-05
I116541,C293936,FEMALE,25,TOYS,2,71.68,CASH,2021-07-09,Viaport Outlet,2001-02-05
I332971,C387282,FEMALE,51,SHOES,4,2400.68,CASH,2021-01-13,Istinye Park,1975-02-05
I786653,C405837,FEMALE,53,SHOES,1,600.17,CASH,2022-07-20,Mall of Istanbul,1973-02-05
I115338,C193298,FEMALE,20,CLOTHING,3,900.24,CREDIT CARD,2021-09-01,Emaar Square Mall,2006-02-05
I328046,C995929,FEMALE,30,COSMETICS,3,121.98,DEBIT CARD,2022-06-17,Mall of Istanbul,1996-02-05
I153790,C236969,FEMALE,47,COSMETICS,1,40.66,CASH,2021-05-09,Viaport Outlet,1979-02-05
I326582,C241450,FEMALE,35,CLOTHING,3,900.24,CREDIT CARD,2021-11-09,Metrocity,1991-02-05
I474661,C196296,FEMALE,41,COSMETICS,5,203.30,CASH,2021-10-08,Mall of Istanbul,1985-02-05
I160638,C306908,FEMALE,48,CLOTHING,2,600.16,CASH,2022-05-29,Kanyon,1978-02-05
I282321,C720642,FEMALE,27,FOOD & BEVERAGE,1,5.23,CASH,2022-11-16,Kanyon,1999-02-05
I707747,C270638,FEMALE,26,SOUVENIR,5,58.65,DEBIT CARD,2022-08-17,Kanyon,2000-02-05
I158486,C858536,FEMALE,65,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2023-02-10,Istinye Park,1961-02-05
I224933,C289573,FEMALE,25,COSMETICS,2,81.32,CREDIT CARD,2021-01-20,Kanyon,2001-02-05
I164873,C122094,FEMALE,19,BOOKS,4,60.60,CREDIT CARD,2022-05-19,Metrocity,2007-02-05
I325396,C271881,FEMALE,61,FOOD & BEVERAGE,5,26.15,CASH,2021-02-25,Istinye Park,1965-02-05
I280155,C214260,FEMALE,65,TOYS,5,179.20,DEBIT CARD,2022-12-18,Mall of Istanbul,1961-02-05
I156562,C209210,FEMALE,23,COSMETICS,4,162.64,CREDIT CARD,2022-07-16,Metrocity,2003-02-05
I907952,C241442,FEMALE,54,CLOTHING,2,600.16,CREDIT CARD,2022-08-07,Metropol AVM,1972-02-05
I281621,C312418,FEMALE,67,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-01-31,Kanyon,1959-02-05
I289841,C127004,FEMALE,41,FOOD & BEVERAGE,1,5.23,CASH,2021-07-15,Cevahir AVM,1985-02-05
I335087,C198868,FEMALE,57,BOOKS,5,75.75,CASH,2021-10-16,Kanyon,1969-02-05
I239889,C173860,FEMALE,35,CLOTHING,1,300.08,CASH,2021-03-29,Mall of Istanbul,1991-02-05
I246390,C163444,FEMALE,57,CLOTHING,4,1200.32,CASH,2022-06-03,Metropol AVM,1969-02-05
I179338,C533520,FEMALE,53,SHOES,2,1200.34,CASH,2021-03-27,Istinye Park,1973-02-05
I299925,C202977,FEMALE,32,CLOTHING,2,600.16,CREDIT CARD,2021-08-11,Mall of Istanbul,1994-02-05
I321373,C237063,FEMALE,23,FOOD & BEVERAGE,5,26.15,CASH,2022-08-05,Zorlu Center,2003-02-05
I966684,C108497,FEMALE,49,TOYS,4,143.36,CASH,2022-10-02,Mall of Istanbul,1977-02-05
I726807,C219299,FEMALE,26,CLOTHING,4,1200.32,CREDIT CARD,2022-12-30,Viaport Outlet,2000-02-05
I333100,C247547,FEMALE,62,CLOTHING,5,1500.40,CREDIT CARD,2022-01-05,Mall of Istanbul,1964-02-05
I647207,C337220,FEMALE,28,CLOTHING,2,600.16,CREDIT CARD,2022-11-10,Kanyon,1998-02-05
I330964,C217919,FEMALE,65,SHOES,2,1200.34,DEBIT CARD,2022-11-29,Metropol AVM,1961-02-05
I237324,C112544,FEMALE,56,TOYS,1,35.84,CREDIT CARD,2021-08-21,Forum Istanbul,1970-02-05
I269825,C168912,FEMALE,40,FOOD & BEVERAGE,3,15.69,CASH,2021-06-29,Mall of Istanbul,1986-02-05
I223568,C249401,FEMALE,61,TOYS,2,71.68,CREDIT CARD,2022-08-27,Istinye Park,1965-02-05
I194268,C128618,FEMALE,35,SOUVENIR,5,58.65,CASH,2023-02-26,Metropol AVM,1991-02-05
I155448,C182105,FEMALE,37,SHOES,1,600.17,CASH,2021-12-27,Mall of Istanbul,1989-02-05
I171351,C286564,FEMALE,68,SOUVENIR,1,11.73,DEBIT CARD,2022-02-10,Kanyon,1958-02-05
I249223,C188064,FEMALE,44,CLOTHING,2,600.16,CASH,2021-01-31,Mall of Istanbul,1982-02-05
I258001,C293329,FEMALE,61,COSMETICS,4,162.64,CREDIT CARD,2021-11-25,Kanyon,1965-02-05
I163202,C836254,FEMALE,66,CLOTHING,3,900.24,CREDIT CARD,2021-03-15,Mall of Istanbul,1960-02-05
I169427,C245894,FEMALE,53,CLOTHING,5,1500.40,CASH,2022-12-03,Forum Istanbul,1973-02-05
I737161,C144894,FEMALE,21,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-04-24,Mall of Istanbul,2005-02-05
I159355,C142508,FEMALE,32,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2021-11-28,Metropol AVM,1994-02-05
I280408,C135555,FEMALE,46,CLOTHING,1,300.08,CASH,2021-06-14,Viaport Outlet,1980-02-05
I257286,C152590,FEMALE,49,COSMETICS,1,40.66,CREDIT CARD,2021-05-12,Mall of Istanbul,1977-02-05
I331405,C772839,FEMALE,26,CLOTHING,3,900.24,CASH,2022-11-02,Kanyon,2000-02-05
I306957,C623421,FEMALE,40,CLOTHING,2,600.16,CREDIT CARD,2022-09-17,Cevahir AVM,1986-02-05
I147079,C222949,FEMALE,20,CLOTHING,4,1200.32,CREDIT CARD,2022-05-01,Metropol AVM,2006-02-05
I829259,C133451,FEMALE,38,COSMETICS,4,162.64,CASH,2022-11-17,Viaport Outlet,1988-02-05
I249964,C195284,FEMALE,63,TOYS,3,107.52,CASH,2021-12-25,Kanyon,1963-02-05
I296251,C195342,FEMALE,63,COSMETICS,2,81.32,CASH,2022-06-17,Metrocity,1963-02-05
I891465,C175833,FEMALE,19,CLOTHING,1,300.08,CASH,2022-07-21,Metrocity,2007-02-05
I563052,C246602,FEMALE,53,COSMETICS,4,162.64,CASH,2021-07-28,Metrocity,1973-02-05
I130443,C329003,FEMALE,51,SHOES,1,600.17,CASH,2021-06-08,Istinye Park,1975-02-05
I295337,C121707,FEMALE,20,SHOES,4,2400.68,DEBIT CARD,2022-08-05,Mall of Istanbul,2006-02-05
I265980,C112452,FEMALE,35,BOOKS,1,15.15,CREDIT CARD,2022-04-01,Forum Istanbul,1991-02-05
I293153,C269710,FEMALE,62,FOOD & BEVERAGE,2,10.46,CASH,2022-11-10,Metropol AVM,1964-02-05
I193148,C297610,FEMALE,32,CLOTHING,4,1200.32,CASH,2023-02-11,Cevahir AVM,1994-02-05
I205906,C217834,FEMALE,57,CLOTHING,4,1200.32,CREDIT CARD,2021-02-04,Kanyon,1969-02-05
I753100,C216369,FEMALE,49,FOOD & BEVERAGE,1,5.23,CASH,2021-03-05,Emaar Square Mall,1977-02-05
I610847,C322689,FEMALE,29,CLOTHING,4,1200.32,CASH,2023-02-06,Metrocity,1997-02-05
I295181,C146203,FEMALE,43,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-11-17,Metrocity,1983-02-05
I198308,C611809,FEMALE,36,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2021-10-11,Metrocity,1990-02-05
I180570,C210236,FEMALE,59,SHOES,5,3000.85,CASH,2021-03-06,Metrocity,1967-02-05
I260475,C297118,FEMALE,31,CLOTHING,5,1500.40,CREDIT CARD,2022-03-17,Mall of Istanbul,1995-02-05
I251024,C180586,FEMALE,51,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2021-02-09,Mall of Istanbul,1975-02-05
I145917,C272419,FEMALE,62,COSMETICS,5,203.30,CREDIT CARD,2023-02-01,Forum Istanbul,1964-02-05
I103120,C319624,FEMALE,18,SHOES,4,2400.68,DEBIT CARD,2022-02-20,Mall of Istanbul,2008-02-05
I173288,C264687,FEMALE,52,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2023-01-25,Metrocity,1974-02-05
I107697,C137134,FEMALE,58,TOYS,1,35.84,CASH,2022-08-18,Istinye Park,1968-02-05
I190414,C339391,FEMALE,34,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2021-04-18,Forum Istanbul,1992-02-05
I193600,C103896,FEMALE,51,CLOTHING,4,1200.32,CREDIT CARD,2021-09-10,Istinye Park,1975-02-05
I165090,C315479,FEMALE,32,CLOTHING,3,900.24,DEBIT CARD,2021-07-27,Forum Istanbul,1994-02-05
I260728,C181912,FEMALE,23,TOYS,5,179.20,CREDIT CARD,2021-04-03,Kanyon,2003-02-05
I164219,C335107,FEMALE,38,TOYS,4,143.36,CASH,2021-06-03,Cevahir AVM,1988-02-05
I212598,C477489,FEMALE,50,FOOD & BEVERAGE,3,15.69,CASH,2021-01-07,Forum Istanbul,1976-02-05
I462436,C227695,FEMALE,20,COSMETICS,3,121.98,CASH,2021-09-09,Cevahir AVM,2006-02-05
I210603,C170928,FEMALE,26,COSMETICS,4,162.64,DEBIT CARD,2021-07-16,Istinye Park,2000-02-05
I174942,C200317,FEMALE,19,CLOTHING,3,900.24,CREDIT CARD,2023-01-23,Kanyon,2007-02-05
I163206,C192979,FEMALE,47,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-06-26,Mall of Istanbul,1979-02-05
I454912,C251518,FEMALE,56,TOYS,2,71.68,CREDIT CARD,2022-12-04,Metropol AVM,1970-02-05
I466698,C303444,FEMALE,51,SHOES,3,1800.51,DEBIT CARD,2023-02-24,Kanyon,1975-02-05
I119678,C506925,FEMALE,41,TECHNOLOGY,4,4200.00,CASH,2021-03-04,Emaar Square Mall,1985-02-05
I133116,C190939,FEMALE,61,CLOTHING,5,1500.40,DEBIT CARD,2021-12-02,Kanyon,1965-02-05
I165625,C129849,FEMALE,38,SHOES,4,2400.68,CASH,2022-10-30,Mall of Istanbul,1988-02-05
I168101,C186861,FEMALE,57,SOUVENIR,3,35.19,CASH,2022-04-26,Forum Istanbul,1969-02-05
I144171,C250033,FEMALE,62,CLOTHING,1,300.08,DEBIT CARD,2022-04-20,Kanyon,1964-02-05
I165583,C235482,FEMALE,54,CLOTHING,1,300.08,CREDIT CARD,2023-02-08,Metrocity,1972-02-05
I140693,C541983,FEMALE,44,CLOTHING,2,600.16,CREDIT CARD,2022-11-27,Cevahir AVM,1982-02-05
I172509,C283381,FEMALE,29,SHOES,3,1800.51,CASH,2022-12-26,Mall of Istanbul,1997-02-05
I301205,C301099,FEMALE,67,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-09-16,Kanyon,1959-02-05
I338366,C246641,FEMALE,28,SHOES,5,3000.85,DEBIT CARD,2021-03-01,Viaport Outlet,1998-02-05
I108742,C312617,FEMALE,34,CLOTHING,5,1500.40,CREDIT CARD,2021-04-28,Mall of Istanbul,1992-02-05
I860717,C259798,FEMALE,55,CLOTHING,2,600.16,DEBIT CARD,2021-10-10,Forum Istanbul,1971-02-05
I295440,C215336,FEMALE,69,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2022-04-10,Mall of Istanbul,1957-02-05
I279919,C290275,FEMALE,38,CLOTHING,2,600.16,CASH,2022-08-27,Istinye Park,1988-02-05
I156252,C478733,FEMALE,63,TOYS,4,143.36,DEBIT CARD,2022-09-15,Viaport Outlet,1963-02-05
I258930,C289918,FEMALE,66,SHOES,4,2400.68,CREDIT CARD,2021-07-13,Istinye Park,1960-02-05
I651105,C937123,FEMALE,68,FOOD & BEVERAGE,1,5.23,CASH,2021-12-14,Mall of Istanbul,1958-02-05
I187453,C690345,FEMALE,42,SHOES,3,1800.51,CASH,2023-01-29,Metrocity,1984-02-05
I176625,C247049,FEMALE,54,CLOTHING,4,1200.32,CASH,2022-07-05,Metropol AVM,1972-02-05
I323478,C216456,FEMALE,41,FOOD & BEVERAGE,2,10.46,CASH,2022-11-24,Metrocity,1985-02-05
I178637,C152833,FEMALE,45,CLOTHING,1,300.08,CREDIT CARD,2021-05-04,Emaar Square Mall,1981-02-05
I840591,C171160,FEMALE,41,CLOTHING,2,600.16,CASH,2021-06-20,Cevahir AVM,1985-02-05
I929854,C114606,FEMALE,34,SHOES,1,600.17,DEBIT CARD,2023-01-04,Metropol AVM,1992-02-05
I274883,C216025,FEMALE,67,FOOD & BEVERAGE,1,5.23,CASH,2022-03-01,Viaport Outlet,1959-02-05
I301433,C697667,FEMALE,31,CLOTHING,5,1500.40,CASH,2021-07-01,Istinye Park,1995-02-05
I218234,C136585,FEMALE,52,TOYS,3,107.52,CASH,2023-02-28,Forum Istanbul,1974-02-05
I174219,C129039,FEMALE,22,CLOTHING,4,1200.32,CASH,2021-12-13,Kanyon,2004-02-05
I278299,C183846,FEMALE,34,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-03-14,Metropol AVM,1992-02-05
I670822,C127819,FEMALE,25,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-09-05,Kanyon,2001-02-05
I339508,C127718,FEMALE,48,CLOTHING,3,900.24,CASH,2022-12-27,Emaar Square Mall,1978-02-05
I217906,C302358,FEMALE,30,CLOTHING,3,900.24,CASH,2021-06-27,Kanyon,1996-02-05
I195995,C408592,FEMALE,66,FOOD & BEVERAGE,3,15.69,CASH,2021-12-05,Kanyon,1960-02-05
I846907,C105060,FEMALE,36,CLOTHING,5,1500.40,CASH,2022-10-16,Istinye Park,1990-02-05
I176751,C182606,FEMALE,52,SHOES,5,3000.85,CREDIT CARD,2021-09-26,Kanyon,1974-02-05
I158003,C104350,FEMALE,46,CLOTHING,2,600.16,CASH,2021-02-20,Metrocity,1980-02-05
I276368,C282281,FEMALE,65,TOYS,4,143.36,DEBIT CARD,2021-05-25,Kanyon,1961-02-05
I195587,C528686,FEMALE,42,FOOD & BEVERAGE,2,10.46,CASH,2021-02-18,Kanyon,1984-02-05
I213354,C157218,FEMALE,56,TECHNOLOGY,5,5250.00,CREDIT CARD,2021-03-03,Kanyon,1970-02-05
I583185,C172691,FEMALE,68,COSMETICS,5,203.30,CREDIT CARD,2021-08-25,Metropol AVM,1958-02-05
I280823,C807852,FEMALE,68,TECHNOLOGY,3,3150.00,CREDIT CARD,2022-08-12,Istinye Park,1958-02-05
I243784,C150950,FEMALE,40,TOYS,5,179.20,CREDIT CARD,2021-03-14,Kanyon,1986-02-05
I810580,C305706,FEMALE,18,TOYS,1,35.84,DEBIT CARD,2021-01-10,Kanyon,2008-02-05
I231514,C414958,FEMALE,36,SHOES,1,600.17,CASH,2022-12-21,Emaar Square Mall,1990-02-05
I200720,C296534,FEMALE,30,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-04-21,Emaar Square Mall,1996-02-05
I171758,C234534,FEMALE,52,COSMETICS,4,162.64,DEBIT CARD,2022-03-22,Emaar Square Mall,1974-02-05
I148039,C247694,FEMALE,24,TECHNOLOGY,4,4200.00,DEBIT CARD,2022-05-13,Kanyon,2002-02-05
I943432,C141657,FEMALE,30,CLOTHING,2,600.16,CASH,2021-07-07,Mall of Istanbul,1996-02-05
I215019,C156233,FEMALE,45,COSMETICS,5,203.30,CASH,2022-06-22,Kanyon,1981-02-05
I163618,C123445,FEMALE,46,CLOTHING,2,600.16,CASH,2021-08-01,Emaar Square Mall,1980-02-05
I255698,C207443,FEMALE,65,SHOES,4,2400.68,CASH,2022-10-28,Metrocity,1961-02-05
